Material,Material Description,Work center,Standard Value,AREA
23003788051B,STOP REFLECTOR MTLZ RH TL VW416 COUPE T1,MX-MET03,6.123,MET
23003789051B,STOP REFLECTOR MTLZ LH TL VW416 COUPE T1,MX-MET03,6.123,MET
23003788061C,MAIN REFLECTOR MTLZ RH TL VW416 COUPE T1,MX-MET03,21.429,MET
23003789061C,MAIN REFLECTOR MTLZ LH TL VW416 COUPE T1,MX-MET03,21.429,MET
23003788061D,MAIN REFLECTOR MTLZ RH TL VW416 COUPE T1,MX-MET03,21.429,MET
23003789061D,MAIN REFLECTOR MTLZ LH TL VW416 COUPE T1,MX-MET03,21.429,MET
23003660031E,REFLECTOR MTLZ RH RL NISSAN P71A T1,MX-MET03,32.145,MET
23003661031E,REFLECTOR MTLZ LH RL NISSAN P71A T1,MX-MET03,32.145,MET
23003662031D,REFLECTOR MTLZ RH RL NISSAN P71A T2,MX-MET03,17.145,MET
23003663031D,REFLECTOR MTLZ LH RL NISSAN P71A T2,MX-MET03,17.145,MET
23003824031A,REFLECTOR MTLZ STOP/TURN RH RL N71A T1,MX-MET03,14.286,MET
23003825031A,REFLECTOR MTLZ STOP/TURN LH RL N71A T1,MX-MET03,14.286,MET
23003826031A,REFLECTOR MTLZ RH RL N71A T2,MX-MET03,51.429,MET
23003827031A,REFLECTOR MTLZ LH RL N71A T2,MX-MET03,51.429,MET
2.30004E+11,REFLECTOR MTLZ RH TAIL LIGHT VW416 FL T2,MX-MET03,14.694,MET
2.30004E+11,REFLECTOR MTLZ LH TAIL LIGHT VW416 FL T2,MX-MET03,14.694,INJECTION
23003786051A,REFLECTOR MTLZ RH TAIL LIGHT VW416 FL T2,MX-MET03,14.694,INJECTION
23003787051A,eEFLECTOR MTLZ LH TAIL LIGHT VW416 FL T2,MX-MET03,14.694,INJECTION
23003790051B,REFLECTOR MTLZ RH TL VW416 COUPE T2,MX-MET03,16.074,INJECTION
23003791051B,REFLECTOR MTLZ LH TL VW416 COUPE T2,MX-MET03,16.074,
23003790051C,REFLECTOR MTLZ RH TL VW416 COUPE T2,MX-MET03,16.074,
23003791051C,REFLECTOR MTLZ LH TL VW416 COUPE T2,MX-MET03,16.074,
2.30004E+11,HOUSING MTLZ LH TAIL LIGHT  VW416  T1,MX-MET03,66.87,
2.30004E+11,HOUSING MTLZ RH TAIL LIGHT  VW416  T1,MX-MET03,66.87,
2.30004E+11,BEZEL MTLZ LH  VW416 HIGH T1 SAE,MX-MET03,83.58,
2.30004E+11,BEZEL MTLZ RH VW416 HIGH T1 SAE,MX-MET03,83.58,
2.30004E+11,BEZEL MTLZ LH VW416 LOW T1 SAE,MX-MET03,55.71,
2.30004E+11,BEZEL MTLZ RH VW416 LOW T1 SAE,MX-MET03,55.71,
2.30004E+11,BEZEL MTLZ LH VW416 LOW T1 ECE,MX-MET03,55.71,
2.30004E+11,BEZEL MTLZ RH VW416 LOW T1 ECE,MX-MET03,55.71,
2.30004E+11,REFLECTOR STOP EYE MTLX LH VW416 HIGH T1,MX-MET03,23.88,
2.30004E+11,REFLECTOR STOP EYE MTLZ RH VW416 HIGH T1,MX-MET03,23.88,
2.30004E+11,BEZEL MTLZ  LH  VW416 HIGH T2 SAE,MX-MET03,27.87,
2.30004E+11,BEZEL MTLZ RH VW416 HIGH T2 SAE,MX-MET03,27.87,
2.30004E+11,BEZEL MTLZ LH VW416 LOW T2 SAE/ECE,MX-MET03,27.87,
2.30004E+11,BEZEL MTLZ RH VW416 LOW T2 SAE/ECE,MX-MET03,27.87,
2.30004E+11,REFLECTOR MTLZ LH VW416 HIGH T2,MX-MET03,33.42,
2.30004E+11,REFLECTOR MTLZ RH VW416 HIGH T2,MX-MET03,33.42,
2.30004E+11,REFLECTOR MTLZ LH VW416 LOW T2 SAE/ECE,MX-MET03,13.38,
2.30004E+11,REFLECTOR MTLZ RH VW416 LOW T2 SAE/ECE,MX-MET03,13.38,
2300250405AD,BEZEL MTLZ T2 PA1 COUPE,MX-MET04,171.429,
2300520541AE,REFLECTOR MTLZ T2 PA1 COUPE,MX-MET04,160.71,
2300250407AD,BEZEL MTLZ T2 PA2 SUV,MX-MET04,171.429,
2300520543AD,REFLECTOR MTLZ T2 PA2 SUV,MX-MET04,160.71,
23003784031B,BEZEL MTLZ RH TAIL LIGHT VW416 FL T1,MX-MET04,42.858,
23003785031B,BEZEL MTLZ LH TAIL LIGHT VW416 FL T1,MX-MET04,42.858,
23003788031C,BEZEL MTLZ RH TAIL LIGHT VW416 COUPE T1,MX-MET04,42.858,
23003789031C,BEZEL MTLZ LH TAIL LIGHT VW416 COUPE T1,MX-MET04,42.858,
23003786031B,BEZEL MTLZ RH TAIL LIGHT VW416 FL T2,MX-MET04,14.694,
23003787031B,BEZEL MTLZ LH TAIL LIGHT VW416 FL T2,MX-MET04,14.694,
23003790031A,BEZEL MTLZ RH TAIL LIGHT VW416 COUPE T2,MX-MET04,16.074,
23003791031A,BEZEL MTLZ LH TAIL LIGHT VW416 COUPE T2,MX-MET04,16.074,
23003755011F,HOUSING MTLZ LH TAIL LIGHT VW411 T1,MX-MET04,41.64,
23003756011F,HOUSING MTLZ RH TAIL LIGHT VW411 T1,MX-MET04,41.64,
23003755031C,BEZEL MTLZ LH TAIL LIGHT VW411 T1,MX-MET04,41.64,
23003756031C,BEZEL MTLZ RH TAIL LIGHT VW411 T1,MX-MET04,41.64,
23003755061C,REFLECTOR MTLZ LH TAIL LIGHT VW411 T1,MX-MET04,23.43,
23003756061C,REFLECTOR MTLZ RH TAIL LIGHT VW411 T1,MX-MET04,23.43,
23003755061D,REFLECTOR MTLZ RH TAIL LIGHT VW411 T1,MX-MET04,23.43,
23003756061D,REFLECTOR MTLZ RH TAIL LIGHT VW411 T1,MX-MET04,23.43,
23003757011F,HOUSING MTLZ LH TAIL LIGHT VW411 T2,MX-MET04,23.43,
23003758011F,HOUSING MTLZ RH TAIL LIGHT VW411 T2,MX-MET04,23.43,
23003757031C,BEZEL MTLZ LH TAIL LIGHT VW411 T2,MX-MET04,23.43,
23003758031C,BEZEL MTLZ RH TAIL LIGHT VW411 T2,MX-MET04,23.43,
2300520541AA,[Obsoleto] REFLECTOR MTLZ T2 PA1 COUPE,MX-MET04,128.574,
2300520541AB,[Obsoleto] REFLECTOR MTLZ T2 PA1 COUPE,MX-MET04,160.71,
2300520541AC,[Obsoleto] REFLECTOR MTLZ T2 PA1 COUPE,MX-MET04,160.71,
2300520541AD,[Obsoleto] REFLECTOR MTLZ T2 PA1 COUPE,MX-MET04,160.71,
2300520543AA,[Obsoleto] REFLECTOR MTLZ T2 PA2 SUV,MX-MET04,128.574,
2300520543AB,[Obsoleto] REFLECTOR MTLZ T2 PA2 SUV,MX-MET04,160.71,
2300520543AC,[Obsoleto] REFLECTOR MTLZ T2 PA2 SUV,MX-MET04,160.71,
2300850401AA,[Obsoleto] LITEMBLEM LENSMTLZ T2 PA1/PA2,MX-MET04,26.79,
23003790051A,[Obsoleto] REFLECTOR MTL RH 416 COUPE T2,MX-MET04,21,
23003791051A,[Obsoleto] REFLECTOR MTLZLH 416 COUPE T2,MX-MET04,21,
2.30004E+11,REFLECTOR RH T1 VW316 MTLZ,MX-MET06,50,
2.30004E+11,REFLECTOR LH T1 VW316 MTLZ,MX-MET06,50,
23003906051A,REFLECTOR RH T1 VW316 MTLZ,MX-MET06,50,
23003907051A,REFLECTOR LH T1 VW316 MTLZ,MX-MET06,50,
23003908051B,REFLECTOR MTLZ LH APPLIQUE VW316,MX-MET06,112.5,
23003908061B,REFLECTOR MTLZ RH APPLIQUE VW316,MX-MET06,112.5,
23003908051C,REFLECTOR MTLZ LH APPLIQUE VW316,MX-MET06,112.5,
23003908061C,REFLECTOR MTLZ RH APPLIQUE VW316,MX-MET06,112.5,
2.30004E+11,[Obsoleto] REFLECTOR MTLZ LH APP VW316,MX-MET06,56.731,
2.30004E+11,[Obsoleto] REFLECTOR MTLZ RH APP VW316,MX-MET06,56.731,
23003908051A,[Obsoleto] REFLECTOR MTLZ LH T2 VW316,MX-MET06,56.731,
23003908061A,[Obsoleto] REFLECTOR MTLZ RH T2 VW316,MX-MET06,56.731,
2300320845AA,HOUSING MTLZ LH DJ BASE,MX-MET07,100,
2300320846AA,HOUSING MTLZ RH DJ BASE,MX-MET07,100,
2300250405AA,[Obsoleto] BEZEL MTLZ T2 PA1 COUPE,MX-MET07,91.2,
2300250405AB,[Obsoleto] BEZEL MTLZ T2 PA1 COUPE,MX-MET07,300,
2300250405AC,[Obsoleto] BEZEL MTLZ T2 PA1 COUPE,MX-MET07,300,
2300250407AA,[Obsoleto] BEZEL MTLZ T2 PA2 SUV,MX-MET07,91.2,
2300250407AB,[Obsoleto] BEZEL MTLZ T2 PA2 SUV,MX-MET07,300,
2300250407AC,[Obsoleto] BEZEL MTLZ T2 PA2 SUV,MX-MET07,300,
